"","Destination.City","Origin.City","Airline.Status","Age","Gender","Price.Sensitivity","Year.of.First.Flight","Flights.Per.Year","Loyalty","Type.of.Travel","Total.Freq.Flyer.Accts","Shopping.Amount.at.Airport","Eating.and.Drinking.at.Airport","Class","Day.of.Month","Flight.date","Partner.Code","Partner.Name","Origin.State","Destination.State","Scheduled.Departure.Hour","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Flight.cancelled","Flight.time.in.minutes","Flight.Distance","Likelihood.to.recommend","olong","olat","dlong","dlat","freeText"
"9848","Tampa, FL","New York, NY","Blue",74,"Female",2,2003,10,-0.3333,"Business travel",0,10,25,"Eco",6,"3/6/14","B6","OnlyJets Airlines Inc.","New York","Florida",6,0,16,"No",168,1005,6,-73.9702,40.7184,-82.5132,28.0062,NA
"9849","Detroit, MI","Phoenix, AZ","Blue",49,"Male",0,2009,10,-0.6667,"Business travel",3,15,60,"Eco",9,"3/9/14","DL","Sigma Airlines Inc.","Arizona","Michigan",23,0,0,"No",203,1671,10,-111.97,33.4941,-83.2276,42.49,NA
"9850","Phoenix, AZ","Oklahoma City, OK","Blue",53,"Female",0,2007,14,-0.1667,"Mileage tickets",0,0,100,"Eco",24,"1/24/14","WN","Cheapseats Airlines Inc.","Oklahoma","Arizona",16,34,30,"No",126,833,10,-97.5243,35.5048,-111.97,33.4941,NA
"9851","New York, NY","Las Vegas, NV","Blue",48,"Male",1,2004,26,-0.7931,"Business travel",0,0,90,"Eco",24,"1/24/14","DL","Sigma Airlines Inc.","Nevada","New York",22,0,5,"No",257,2248,10,-115.1672,36.1349,-73.9702,40.7184,NA
"9852","Houston, TX","Dallas, TX","Blue",58,"Male",2,2009,22,-0.76,"Mileage tickets",0,0,60,"Eco",20,"2/20/14","WN","Cheapseats Airlines Inc.","Texas","Texas",6,0,0,"No",44,239,5,-96.972,32.8127,-95.3935,29.7843,NA
"9853","Houston, TX","New Orleans, LA","Silver",53,"Female",1,2007,9,-0.0588,"Business travel",0,100,20,"Business",11,"3/11/14","WN","Cheapseats Airlines Inc.","Louisiana","Texas",8,0,2,"No",66,302,9,-90.1437,29.9547,-95.3935,29.7843,NA
"9854","Cleveland, OH","New York, NY","Blue",27,"Female",2,2009,24,0.0769,"Personal Travel",5,0,90,"Eco",26,"2/26/14","EV","FlyFast Airways Inc.","New York","Ohio",7,NA,NA,"Yes",NA,419,7,-73.9702,40.7184,-81.6054,41.4436,NA
"9855","Tampa, FL","New York, NY","Blue",39,"Female",2,2006,13,0.4091,"Personal Travel",1,0,30,"Eco",26,"3/26/14","DL","Sigma Airlines Inc.","New York","Florida",19,0,30,"No",144,1010,4,-73.9702,40.7184,-82.5132,28.0062,NA
"9856","Minneapolis, MN","Billings, MT","Blue",65,"Female",1,2011,27,-0.4595,"Business travel",1,0,60,"Eco",9,"1/9/14","OO","Northwest Business Airlines Inc.","Montana","Minnesota",6,0,0,"No",98,748,7,-108.5318,45.7913,-93.2798,44.9782,NA
"9857","St. Louis, MO","Phoenix, AZ","Blue",52,"Female",2,2012,21,-0.4,"Personal Travel",0,0,30,"Eco",10,"1/10/14","US","Southeast Airlines Co.","Arizona","Missouri",16,0,0,"No",152,1262,6,-111.97,33.4941,-90.3409,38.6307,NA
"9858","Providence, RI","Chicago, IL","Blue",35,"Female",1,2009,15,-0.25,"Personal Travel",2,185,15,"Eco",26,"2/26/14","WN","Cheapseats Airlines Inc.","Illinois","Rhode Island",20,35,16,"No",96,842,3,-87.8954,41.8271,-71.3974,41.7763,NA
"9859","Milwaukee, WI","Minneapolis, MN","Blue",37,"Male",2,2006,45,-0.7647,"Personal Travel",1,0,0,"Eco",28,"1/28/14","EV","FlyFast Airways Inc.","Minnesota","Wisconsin",17,0,0,"No",47,297,5,-93.2798,44.9782,-88.1005,43.0557,NA
"9860","Boston, MA","Seattle, WA","Blue",54,"Male",1,2007,28,-0.8667,"Business travel",1,0,20,"Eco Plus",5,"1/5/14","B6","OnlyJets Airlines Inc.","Washington","Massachusetts",14,6,13,"No",289,2496,8,-122.2747,47.4684,-71.1407,42.3731,NA
"9861","San Francisco, CA","Phoenix, AZ","Blue",27,"Female",1,2008,0,1,"Business travel",0,0,80,"Business",18,"2/18/14","WN","Cheapseats Airlines Inc.","Arizona","California",15,19,13,"No",102,651,8,-111.97,33.4941,-122.1585,37.6712,NA
"9862","Atlanta, GA","Austin, TX","Blue",51,"Female",2,2008,20,-0.4286,"Mileage tickets",1,0,70,"Eco",4,"3/4/14","DL","Sigma Airlines Inc.","Texas","Georgia",19,0,0,"No",93,813,9,-97.7615,30.3585,-84.3319,33.8241,NA
"9863","New Orleans, LA","Houston, TX","Blue",39,"Female",2,2009,46,-0.9167,"Business travel",1,0,0,"Eco",27,"2/27/14","EV","FlyFast Airways Inc.","Texas","Louisiana",12,54,49,"No",46,305,5,-95.3935,29.7843,-90.1437,29.9547,NA
"9864","San Diego, CA","Chicago, IL","Blue",56,"Female",1,2012,0,1,"Business travel",0,0,60,"Eco Plus",27,"3/27/14","WN","Cheapseats Airlines Inc.","Illinois","California",13,26,50,"No",260,1728,7,-87.8954,41.8271,-117.1288,32.9287,NA
"9865","Anchorage, AK","Juneau, AK","Blue",51,"Male",1,2011,11,-0.375,"Business travel",0,0,25,"Eco",12,"2/12/14","AS","FlyToSun Airlines Inc.","Alaska","Alaska",13,0,0,"No",84,571,4,-134.5828,58.3523,-149.8472,61.1679,NA
"9866","Chicago, IL","Los Angeles, CA","Gold",74,"Male",1,2004,15,-0.5789,"Personal Travel",0,0,145,"Eco",19,"2/19/14","AA","Paul Smith Airlines Inc.","California","Illinois",10,0,0,"No",193,1744,4,-118.1043,33.9827,-87.8954,41.8271,NA
"9867","San Antonio, TX","Dallas, TX","Blue",63,"Female",1,2004,10,-0.4286,"Business travel",0,41,60,"Eco",25,"1/25/14","WN","Cheapseats Airlines Inc.","Texas","Texas",16,0,0,"No",43,248,7,-96.972,32.8127,-98.4754,29.5144,NA
"9868","Omaha, NE","Chicago, IL","Silver",44,"Female",1,2006,10,-0.1111,"Business travel",0,0,30,"Eco",19,"2/19/14","WN","Cheapseats Airlines Inc.","Illinois","Nebraska",13,7,0,"No",72,423,9,-87.8954,41.8271,-96.0346,41.2349,NA
"9869","Dallas, TX","San Antonio, TX","Blue",62,"Female",2,2011,18,-0.44,"Personal Travel",0,0,35,"Eco",20,"2/20/14","WN","Cheapseats Airlines Inc.","Texas","Texas",14,0,0,"No",43,248,2,-98.4754,29.5144,-96.972,32.8127,NA
"9870","San Diego, CA","Los Angeles, CA","Blue",48,"Female",2,2007,37,-0.8049,"Personal Travel",1,0,30,"Eco",27,"1/27/14","OO","Northwest Business Airlines Inc.","California","California",7,0,0,"No",33,109,7,-118.1043,33.9827,-117.1288,32.9287,NA
"9871","Sacramento, CA","San Diego, CA","Blue",35,"Female",1,2007,4,0.619,"Business travel",4,5,92,"Eco",20,"2/20/14","WN","Cheapseats Airlines Inc.","California","California",21,51,32,"No",73,480,10,-117.1288,32.9287,-121.3247,38.6386,NA
"9872","Los Angeles, CA","Seattle, WA","Blue",80,"Female",1,2006,22,-0.6923,"Personal Travel",0,0,80,"Eco Plus",3,"3/3/14","VX","Cool&Young Airlines Inc.","Washington","California",10,0,0,"No",123,954,5,-122.2747,47.4684,-118.1043,33.9827,NA
"9873","Tampa, FL","Chicago, IL","Silver",70,"Female",1,2005,17,-0.36,"Personal Travel",0,0,120,"Eco",29,"1/29/14","WN","Cheapseats Airlines Inc.","Illinois","Florida",19,0,0,"No",141,997,9,-87.8954,41.8271,-82.5132,28.0062,NA
"9874","Denver, CO","New York, NY","Gold",45,"Male",1,2006,36,-0.6744,"Business travel",3,50,0,"Eco",16,"1/16/14","OU","Oursin Airlines Inc.","New York","Colorado",15,0,0,"No",219,1620,3,-73.9702,40.7184,-104.9551,39.7108,NA
"9875","Bakersfield, CA","Denver, CO","Blue",32,"Female",2,2003,15,0.25,"Personal Travel",2,0,180,"Eco Plus",24,"2/24/14","OO","Northwest Business Airlines Inc.","Colorado","California",19,28,31,"No",132,845,1,-104.9551,39.7108,-119.0306,35.3623,NA
"9876","Little Rock, AR","Detroit, MI","Silver",38,"Male",1,2007,8,0.2381,"Business travel",1,0,120,"Eco",3,"3/3/14","EV","FlyFast Airways Inc.","Michigan","Arkansas",14,0,0,"No",106,705,9,-83.2276,42.49,-92.3212,34.7566,NA
"9877","Chicago, IL","Cleveland, OH","Blue",63,"Female",1,2009,22,-0.4194,"Personal Travel",0,20,30,"Eco",5,"2/5/14","WN","Cheapseats Airlines Inc.","Ohio","Illinois",7,42,59,"No",59,307,4,-81.6054,41.4436,-87.8954,41.8271,NA
"9878","Cincinnati, OH","Chicago, IL","Blue",53,"Male",2,2007,21,-0.4483,"Business travel",2,120,125,"Eco",26,"2/26/14","MQ","EnjoyFlying Air Services","Illinois","Kentucky",19,5,0,"No",38,265,7,-87.8954,41.8271,-84.462,39.1855,NA
"9879","Atlanta, GA","Los Angeles, CA","Platinum",37,"Female",1,2011,11,-0.2222,"Business travel",1,0,20,"Business",20,"3/20/14","DL","Sigma Airlines Inc.","California","Georgia",12,0,0,"No",213,1947,10,-118.1043,33.9827,-84.3319,33.8241,NA
"9880","Seattle, WA","San Diego, CA","Blue",80,"Female",2,2006,17,-0.619,"Personal Travel",0,0,40,"Eco",13,"3/13/14","AS","FlyToSun Airlines Inc.","California","Washington",8,NA,NA,"Yes",NA,1050,4,-117.1288,32.9287,-122.2747,47.4684,NA
"9881","Detroit, MI","Los Angeles, CA","Blue",67,"Female",2,2004,20,-0.6,"Personal Travel",0,0,110,"Business",13,"2/13/14","DL","Sigma Airlines Inc.","California","Michigan",9,0,0,"No",232,1979,4,-118.1043,33.9827,-83.2276,42.49,NA
"9882","Fayetteville, AR","New York, NY","Silver",31,"Male",2,2011,45,-0.9149,"Business travel",0,0,15,"Eco",4,"3/4/14","MQ","EnjoyFlying Air Services","New York","Arkansas",7,0,0,"No",179,1147,9,-73.9702,40.7184,-94.1798,36.2674,NA
"9883","Detroit, MI","Baltimore, MD","Silver",36,"Female",1,2006,13,0.1333,"Personal Travel",4,15,60,"Eco",25,"1/25/14","WN","Cheapseats Airlines Inc.","Maryland","Michigan",13,45,38,"No",68,409,7,-76.6478,39.2341,-83.2276,42.49,NA
"9884","Atlanta, GA","Cincinnati, OH","Blue",30,"Male",1,2004,17,-0.7895,"Business travel",1,23,45,"Eco",29,"3/29/14","DL","Sigma Airlines Inc.","Kentucky","Georgia",9,0,11,"No",70,373,9,-84.462,39.1855,-84.3319,33.8241,NA
"9885","San Francisco, CA","Portland, OR","Blue",47,"Female",1,2009,39,-0.95,"Personal Travel",0,0,30,"Business",28,"3/28/14","AS","FlyToSun Airlines Inc.","Oregon","California",19,0,1,"No",92,550,7,-122.6511,45.5204,-122.1585,37.6712,NA
"9886","Minneapolis, MN","Salt Lake City, UT","Blue",80,"Female",1,2005,4,0.2,"Personal Travel",0,0,0,"Eco",8,"2/8/14","DL","Sigma Airlines Inc.","Utah","Minnesota",10,11,0,"No",117,991,6,-111.9295,40.6408,-93.2798,44.9782,NA
"9887","Roanoke, VA","Atlanta, GA","Blue",38,"Male",1,2007,47,-0.6491,"Business travel",0,20,10,"Eco",19,"3/19/14","DL","Sigma Airlines Inc.","Georgia","Virginia",20,0,0,"No",49,357,4,-84.3319,33.8241,-79.9763,37.2908,NA
"9888","San Juan, PR","Orlando, FL","Blue",65,"Female",1,2012,17,-0.5455,"Business travel",0,0,115,"Business",14,"2/14/14","WN","Cheapseats Airlines Inc.","Florida","Puerto Rico",11,0,0,"No",139,1189,5,-81.4112,28.5844,-66.1162,18.2882,NA
"9889","Manchester, NH","Chicago, IL","Blue",68,"Male",1,2003,8,0,"Personal Travel",0,160,95,"Business",16,"3/16/14","EV","FlyFast Airways Inc.","Illinois","New Hampshire",19,0,0,"No",99,843,5,-87.8954,41.8271,-71.4797,42.991,NA
"9890","Bakersfield, CA","Phoenix, AZ","Blue",56,"Male",1,2006,4,0.6522,"Business travel",3,0,85,"Eco",2,"3/2/14","OO","Northwest Business Airlines Inc.","Arizona","California",17,0,0,"No",65,425,10,-111.97,33.4941,-119.0306,35.3623,NA
"9891","Colorado Springs, CO","Houston, TX","Silver",66,"Male",2,2012,15,-0.4286,"Business travel",0,0,225,"Eco",27,"3/27/14","OO","Northwest Business Airlines Inc.","Texas","Colorado",17,184,169,"No",118,809,4,-95.3935,29.7843,-104.7706,38.873,NA
"9892","Sioux Falls, SD","Chicago, IL","Silver",45,"Female",1,2003,4,0.3846,"Personal Travel",1,0,75,"Eco",20,"3/20/14","OO","Northwest Business Airlines Inc.","Illinois","South Dakota",9,0,0,"No",78,462,10,-87.8954,41.8271,-96.7356,43.5335,NA
"9893","Salt Lake City, UT","Phoenix, AZ","Blue",62,"Female",1,2003,12,-0.1429,"Business travel",0,0,15,"Eco",11,"3/11/14","OO","Northwest Business Airlines Inc.","Arizona","Utah",18,0,0,"No",75,507,9,-111.97,33.4941,-111.9295,40.6408,NA
"9894","San Diego, CA","Denver, CO","Silver",44,"Male",1,2010,24,0.1579,"Business travel",4,0,85,"Eco",9,"1/9/14","WN","Cheapseats Airlines Inc.","Colorado","California",8,12,2,"No",116,853,10,-104.9551,39.7108,-117.1288,32.9287,NA
"9895","Charlotte, NC","Atlanta, GA","Silver",56,"Female",2,2011,37,-0.6444,"Mileage tickets",0,45,75,"Eco",6,"1/6/14","DL","Sigma Airlines Inc.","Georgia","North Carolina",18,96,109,"No",34,226,9,-84.3319,33.8241,-80.8158,35.2497,NA
"9896","Columbus, OH","Chicago, IL","Blue",78,"Male",2,2005,25,-0.5152,"Personal Travel",0,0,5,"Eco",25,"2/25/14","MQ","EnjoyFlying Air Services","Illinois","Ohio",18,0,0,"No",45,296,6,-87.8954,41.8271,-82.9685,40.0212,NA
"9897","Salt Lake City, UT","Sacramento, CA","Blue",25,"Female",1,2003,14,0.3636,"Personal Travel",1,0,60,"Eco",12,"3/12/14","DL","Sigma Airlines Inc.","California","Utah",6,0,7,"No",83,532,4,-121.3247,38.6386,-111.9295,40.6408,NA
"9898","Atlanta, GA","Memphis, TN","Gold",75,"Male",1,2009,35,-0.75,"Personal Travel",0,0,240,"Eco",24,"2/24/14","DL","Sigma Airlines Inc.","Tennessee","Georgia",9,0,0,"No",50,332,3,-89.9179,35.0951,-84.3319,33.8241,NA
"9899","Atlanta, GA","Harrisburg, PA","Blue",46,"Male",2,2010,4,0.3846,"Business travel",0,45,20,"Eco",4,"1/4/14","EV","FlyFast Airways Inc.","Pennsylvania","Georgia",11,0,9,"No",111,620,2,-76.8662,40.2456,-84.3319,33.8241,NA
"9900","Chicago, IL","New York, NY","Blue",62,"Male",1,2003,17,-0.2593,"Personal Travel",0,80,85,"Eco",9,"3/9/14","OU","Oursin Airlines Inc.","New York","Illinois",20,0,0,"No",119,733,4,-73.9702,40.7184,-87.8954,41.8271,NA
"9901","San Diego, CA","Phoenix, AZ","Blue",79,"Female",2,2010,32,-0.7297,"Personal Travel",0,0,80,"Eco",5,"3/5/14","WN","Cheapseats Airlines Inc.","Arizona","California",8,0,2,"No",52,304,4,-111.97,33.4941,-117.1288,32.9287,NA
"9902","Miami, FL","Philadelphia, PA","Blue",30,"Female",2,2009,34,-0.0968,"Personal Travel",1,55,45,"Eco",10,"3/10/14","US","Southeast Airlines Co.","Pennsylvania","Florida",17,14,5,"No",135,1013,7,-75.2984,39.9733,-80.2314,26.1756,NA
"9903","Philadelphia, PA","Boston, MA","Silver",53,"Male",1,2008,18,-0.8947,"Business travel",2,60,45,"Eco",31,"1/31/14","US","Southeast Airlines Co.","Massachusetts","Pennsylvania",18,0,0,"No",64,280,9,-71.1407,42.3731,-75.2984,39.9733,NA
"9904","New Orleans, LA","Chicago, IL","Blue",57,"Male",2,2009,35,-0.8919,"Personal Travel",1,0,50,"Eco",17,"3/17/14","OO","Northwest Business Airlines Inc.","Illinois","Louisiana",21,7,1,"No",107,837,4,-87.8954,41.8271,-90.1437,29.9547,NA
"9905","Little Rock, AR","Dallas, TX","Blue",55,"Male",1,2010,21,-0.68,"Business travel",0,0,120,"Eco",13,"3/13/14","WN","Cheapseats Airlines Inc.","Texas","Arkansas",9,0,0,"No",46,296,7,-96.972,32.8127,-92.3212,34.7566,NA
"9906","Los Angeles, CA","Chicago, IL","Silver",61,"Male",1,2012,5,-0.4286,"Personal Travel",0,60,70,"Eco Plus",21,"3/21/14","WN","Cheapseats Airlines Inc.","Illinois","California",19,0,11,"No",253,1750,8,-87.8954,41.8271,-118.1043,33.9827,NA
"9907","Rochester, NY","New York, NY","Blue",55,"Male",1,2012,11,-0.8333,"Business travel",0,20,70,"Eco Plus",8,"2/8/14","B6","OnlyJets Airlines Inc.","New York","New York",22,0,0,"No",54,264,9,-73.9702,40.7184,-77.5682,43.1376,NA
"9908","Charlotte, NC","Indianapolis, IN","Silver",47,"Female",0,2007,13,0.1333,"Business travel",3,0,0,"Eco",28,"3/28/14","US","Southeast Airlines Co.","Indiana","North Carolina",12,0,0,"No",69,427,6,-86.1455,39.8113,-80.8158,35.2497,NA
"9909","Amarillo, TX","Dallas, TX","Blue",18,"Female",1,2004,45,-0.6981,"Business travel",1,31,15,"Eco",7,"3/7/14","WN","Cheapseats Airlines Inc.","Texas","Texas",15,27,27,"No",57,323,5,-96.972,32.8127,-101.8491,35.1975,NA
"9910","San Francisco, CA","Austin, TX","Blue",20,"Male",0,2004,48,-0.7455,"Mileage tickets",0,2,35,"Eco",12,"3/12/14","OO","Northwest Business Airlines Inc.","Texas","California",6,0,0,"No",211,1504,7,-97.7615,30.3585,-122.1585,37.6712,NA
"9911","Houston, TX","Las Vegas, NV","Silver",47,"Female",1,2011,10,-0.6667,"Business travel",0,0,30,"Eco Plus",11,"3/11/14","OU","Oursin Airlines Inc.","Nevada","Texas",10,6,0,"No",141,1222,9,-115.1672,36.1349,-95.3935,29.7843,NA
"9912","Amarillo, TX","Dallas, TX","Blue",54,"Female",1,2010,13,-0.3,"Business travel",0,0,50,"Eco Plus",27,"2/27/14","WN","Cheapseats Airlines Inc.","Texas","Texas",15,11,16,"No",57,323,7,-96.972,32.8127,-101.8491,35.1975,NA
"9913","Spokane, WA","Salt Lake City, UT","Blue",47,"Male",1,2006,10,-0.5385,"Business travel",0,30,70,"Eco",15,"1/15/14","OO","Northwest Business Airlines Inc.","Utah","Washington",8,0,0,"No",89,546,9,-111.9295,40.6408,-117.3523,47.6804,NA
"9914","Atlanta, GA","Phoenix, AZ","Blue",43,"Male",2,2004,35,-0.5556,"Business travel",0,60,50,"Eco",21,"1/21/14","US","Southeast Airlines Co.","Arizona","Georgia",13,0,6,"No",188,1587,9,-111.97,33.4941,-84.3319,33.8241,NA
"9915","Los Angeles, CA","Cincinnati, OH","Blue",58,"Female",1,2007,21,-0.05,"Mileage tickets",1,70,30,"Eco",5,"2/5/14","DL","Sigma Airlines Inc.","Kentucky","California",16,0,5,"No",272,1900,8,-84.462,39.1855,-118.1043,33.9827,NA
"9916","Denver, CO","Las Vegas, NV","Blue",80,"Female",1,2011,45,-0.8367,"Personal Travel",0,0,60,"Eco",15,"1/15/14","WN","Cheapseats Airlines Inc.","Nevada","Colorado",20,16,4,"No",91,628,4,-115.1672,36.1349,-104.9551,39.7108,NA
"9917","Las Vegas, NV","San Francisco, CA","Blue",48,"Female",2,2003,32,-0.641,"Personal Travel",0,0,60,"Eco",3,"1/3/14","OO","Northwest Business Airlines Inc.","California","Nevada",15,2,0,"No",72,414,3,-122.1585,37.6712,-115.1672,36.1349,NA
"9918","Boston, MA","New York, NY","Blue",15,"Male",1,2005,10,-0.5385,"Business travel",1,0,30,"Eco",21,"1/21/14","AA","Paul Smith Airlines Inc.","New York","Massachusetts",8,0,0,"No",31,187,9,-73.9702,40.7184,-71.1407,42.3731,NA
"9919","Houston, TX","Corpus Christi, TX","Blue",39,"Female",0,2006,30,-0.0345,"Personal Travel",2,60,70,"Eco",6,"3/6/14","EV","FlyFast Airways Inc.","Texas","Texas",8,0,0,"No",42,201,2,-97.4126,27.7453,-95.3935,29.7843,NA
"9920","Los Angeles, CA","Detroit, MI","Blue",69,"Female",2,2005,12,-0.8462,"Personal Travel",0,0,55,"Eco",8,"2/8/14","DL","Sigma Airlines Inc.","Michigan","California",8,0,4,"No",282,1979,7,-83.2276,42.49,-118.1043,33.9827,NA
"9921","Portland, OR","Seattle, WA","Silver",34,"Male",1,2004,10,0.4595,"Business travel",2,0,150,"Eco",2,"3/2/14","OO","Northwest Business Airlines Inc.","Washington","Oregon",9,7,20,"No",38,129,10,-122.2747,47.4684,-122.6511,45.5204,NA
"9922","Minneapolis, MN","Atlanta, GA","Blue",54,"Male",1,2012,2,-0.3333,"Business travel",0,0,10,"Eco Plus",5,"3/5/14","FL","FlyHere Airways","Georgia","Minnesota",9,0,0,"No",135,907,8,-84.3319,33.8241,-93.2798,44.9782,NA
"9923","Atlanta, GA","New York, NY","Platinum",54,"Female",2,2005,6,0.1429,"Business travel",0,20,195,"Eco Plus",18,"3/18/14","MQ","EnjoyFlying Air Services","New York","Georgia",20,0,26,"No",121,762,8,-73.9702,40.7184,-84.3319,33.8241,NA
"9924","Anchorage, AK","Phoenix, AZ","Blue",59,"Female",1,2008,37,-0.6087,"Personal Travel",0,0,65,"Eco Plus",1,"1/1/14","AS","FlyToSun Airlines Inc.","Arizona","Alaska",17,0,0,"No",329,2552,5,-111.97,33.4941,-149.8472,61.1679,NA
"9925","Washington, DC","Chicago, IL","Blue",52,"Male",2,2007,44,-0.6923,"Personal Travel",0,1,45,"Eco",7,"3/7/14","OO","Northwest Business Airlines Inc.","Illinois","Virginia",12,0,0,"No",90,612,4,-87.8954,41.8271,-77.1897,38.8974,NA
"9926","Savannah, GA","Atlanta, GA","Silver",61,"Male",2,2008,23,-0.6429,"Business travel",0,90,95,"Eco",24,"2/24/14","DL","Sigma Airlines Inc.","Georgia","Georgia",17,0,0,"No",34,214,10,-84.3319,33.8241,-81.1517,32.0449,NA
"9927","New York, NY","Los Angeles, CA","Platinum",26,"Male",2,2012,17,-0.8889,"Business travel",0,0,90,"Eco",19,"3/19/14","AA","Paul Smith Airlines Inc.","California","New York",13,0,10,"No",323,2475,10,-118.1043,33.9827,-73.9702,40.7184,NA
"9928","New York, NY","Los Angeles, CA","Blue",45,"Female",2,2010,46,-0.9167,"Personal Travel",0,0,10,"Eco",24,"1/24/14","VX","Cool&Young Airlines Inc.","California","New York",15,16,15,"No",287,2475,4,-118.1043,33.9827,-73.9702,40.7184,NA
"9929","San Francisco, CA","Las Vegas, NV","Blue",56,"Male",2,2010,10,-0.0526,"Business travel",0,13,10,"Business",22,"3/22/14","VX","Cool&Young Airlines Inc.","Nevada","California",13,0,0,"No",66,414,9,-115.1672,36.1349,-122.1585,37.6712,NA
"9930","Chicago, IL","Charleston, SC","Blue",28,"Female",1,2009,10,0.0476,"Business travel",1,0,139,"Eco Plus",3,"1/3/14","EV","FlyFast Airways Inc.","South Carolina","Illinois",16,NA,NA,"Yes",NA,760,4,-80.0155,32.9023,-87.8954,41.8271,NA
"9931","Denver, CO","Boston, MA","Silver",49,"Female",1,2007,25,-0.4706,"Business travel",0,0,50,"Eco",28,"1/28/14","OU","Oursin Airlines Inc.","Massachusetts","Colorado",7,0,5,"No",253,1754,9,-71.1407,42.3731,-104.9551,39.7108,NA
"9932","Rapid City, SD","Salt Lake City, UT","Blue",32,"Male",1,2008,23,0.2923,"Business travel",1,0,60,"Eco",22,"1/22/14","OO","Northwest Business Airlines Inc.","Utah","South Dakota",13,0,0,"No",72,508,10,-111.9295,40.6408,-103.2446,44.0837,NA
"9933","Los Angeles, CA","Phoenix, AZ","Silver",69,"Male",1,2003,15,-0.2,"Personal Travel",0,240,90,"Eco",16,"3/16/14","US","Southeast Airlines Co.","Arizona","California",22,0,22,"No",63,370,7,-111.97,33.4941,-118.1043,33.9827,NA
"9934","Tucson, AZ","Los Angeles, CA","Blue",33,"Male",1,2011,10,-0.6667,"Personal Travel",2,360,150,"Eco",3,"1/3/14","OO","Northwest Business Airlines Inc.","California","Arizona",13,0,0,"No",63,451,9,-118.1043,33.9827,-110.9461,32.2549,NA
"9935","Detroit, MI","Atlanta, GA","Blue",79,"Female",1,2004,48,-0.6552,"Personal Travel",0,0,120,"Eco",23,"1/23/14","DL","Sigma Airlines Inc.","Georgia","Michigan",21,0,0,"No",86,594,5,-84.3319,33.8241,-83.2276,42.49,NA
"9936","Atlanta, GA","Monroe, LA","Blue",61,"Male",2,2010,25,-0.5625,"Personal Travel",0,10,90,"Business",20,"1/20/14","EV","FlyFast Airways Inc.","Louisiana","Georgia",17,0,0,"No",61,448,7,-92.1172,32.521,-84.3319,33.8241,NA
"9937","Charlotte, NC","Boston, MA","Silver",38,"Female",1,2012,8,0.1111,"Business travel",1,5,60,"Eco",17,"3/17/14","B6","OnlyJets Airlines Inc.","Massachusetts","North Carolina",15,34,51,"No",142,728,9,-71.1407,42.3731,-80.8158,35.2497,NA
"9938","Albany, NY","Baltimore, MD","Blue",31,"Female",2,2009,16,-0.1429,"Mileage tickets",2,60,30,"Eco",10,"3/10/14","WN","Cheapseats Airlines Inc.","Maryland","New York",7,9,2,"No",57,289,9,-76.6478,39.2341,-73.7994,42.7439,NA
"9939","Salt Lake City, UT","Bozeman, MT","Blue",33,"Female",1,2008,21,-0.8261,"Business travel",3,500,40,"Eco",4,"2/4/14","OO","Northwest Business Airlines Inc.","Montana","Utah",18,0,0,"No",52,347,9,-111.0576,45.6839,-111.9295,40.6408,NA
"9940","Reno, NV","Salt Lake City, UT","Blue",30,"Female",2,2009,27,-0.4211,"Personal Travel",1,0,0,"Eco",17,"2/17/14","DL","Sigma Airlines Inc.","Utah","Nevada",22,41,33,"No",66,422,3,-111.9295,40.6408,-119.7959,39.5326,NA
"9941","Denver, CO","San Francisco, CA","Blue",34,"Female",2,2006,20,-0.2121,"Personal Travel",1,0,0,"Eco",22,"3/22/14","OU","Oursin Airlines Inc.","California","Colorado",6,0,0,"No",118,967,3,-122.1585,37.6712,-104.9551,39.7108,NA
